N4594           21.10 61 413 0.81 -21.90 21.0  0.00 5.9 11.62  4.68  0.3 KKSG32  
N4605            7.41 69  63 0.21 -17.96 22.7  0.13 6.9  9.53  1.44 -1.1 M81     
KKSG33           1.13  8     0.00 -11.54 25.0                        2.9 N4594   
N4600            2.43 49     0.00 -15.72 22.5                       -1.2 N4594   
KKSG34           2.21 29     0.00 -12.07 26.0                        3.5 N4594   
U7857            2.21 52     0.00 -14.40 23.6                       -0.8 N4826   
N4627            6.68 48     0.00 -16.87 23.6                       -1.4 N4258   
I3687            4.49 29  41 0.00 -14.64 24.9  0.96 6.8  8.95  7.94  1.1 N4736   
KK160            1.08 42   9 0.00 -11.52 25.0  0.61 6.6  7.01  1.65  1.0 N4736   
KKs51            0.87 66     0.00 -11.46 24.5                        0.7 N5128   
E381-018         1.62 56  26 0.00 -13.00 24.4  0.45 6.7  8.12  5.30 -0.6 N5236   
E381-20          3.54 69  37 0.00 -14.15 24.9  2.64 7.3  8.76  8.06 -0.3 N5236   
DDO147           5.31 39  18 0.00 -14.94 25.0  2.84 7.3  8.28  1.29 -1.4 N5194   
HIPASS J1247-77  0.82 71  19 0.00 -12.91 23.0  0.20 6.9  7.52  1.44  0.1 I3104   
KK166            0.88 55     0.00 -10.82 25.2                        0.3 N4736   
U7990            1.89 47     0.00 -13.05 24.6                       -0.3 N4826   
N4736           14.80 37 164 0.15 -19.83 22.3  0.04 6.4 10.66  3.46 -0.5 N4244   
DDO154           3.55 44  54 0.04 -14.08 25.0  9.42 7.8  9.08 18.05 -0.9 N4736   
E443-09          1.33 42  16 0.00 -12.00 24.9  0.78 6.7  7.61  4.16 -0.9 N5236   
U8055            1.74 40  62 0.05 -13.45 24.1  2.64 7.6  8.90 21.02 -1.3 N4826   
E219-010         2.03 39     0.00 -12.70 25.1                        0.1 N4945   
U8061            1.67 38  38 0.00 -13.99 23.4  0.32 7.0  8.45  4.57 -0.8 N4826   
N4826           20.41 61 164 0.47 -20.90 22.0  0.02 6.4 10.80  1.80 -1.7 N5194   
GR8              0.67 25  21 0.00 -12.11 23.3  0.74 7.4  7.56  3.33 -1.2 M31     
UA319            3.53 47  66 0.09 -14.51 24.5  0.43 6.6  9.25 18.06  2.1 DDO161  
DDO161          12.64 87  60 0.37 -16.34 25.5  2.05 6.9  9.72  9.85  1.4 UA319   
E269-37          0.86 42     0.00 -12.02 24.0                        1.6 N4945   
KK182            1.04 55   5 0.00 -11.89 24.5  0.73 6.9  6.48  0.34  1.2 N5128   
N4945           17.41 80 174 1.23 -20.51 22.0  0.05 6.7 10.79  2.46  0.7 N5128   
I4182            8.17 23  43 0.00 -16.40 24.5  0.61 6.8  9.24  3.06  0.6 N4736   
DDO165           4.20 59  23 0.00 -15.09 24.3  0.82 7.0  8.42  1.56  0.0 N4236   
U8215            1.53 47  12 0.00 -12.75 24.5  1.60 7.2  7.44  1.41 -0.5 N5023   
P45628           1.12 49  32 0.00 -14.28 22.3  0.83 7.8  8.13  1.66 -0.6 N5068   
E269-058         3.12 55  38 0.00 -14.95 23.8  0.07 6.1  8.72  3.52  1.9 N4945   
KKs53            0.88 30     0.00 -10.86 25.2                        1.2 N5128   
N5023            7.50 85  81 0.75 -16.68 24.0  0.46 6.9  9.76  7.88 -0.5 N4736   
KK189            0.64 49     0.00 -10.52 24.8                        2.0 N5128   
E269-66          1.52 31     0.00 -13.56 23.7                        1.7 N5128   
DDO167           1.20 58  11 0.00 -12.70 24.0  1.00 7.2  7.20  0.85  0.0 DDO168  
DDO168           3.81 70  28 0.00 -15.28 23.9  1.31 7.4  8.55  1.75 -0.0 N4736   
DDO169           5.20 74  23 0.00 -15.15 24.7  1.34 7.1  8.49  1.75  1.1 N5194   
N5068           14.76 28  61 0.02 -19.04 23.1  0.18 6.8  9.81  1.00 -1.4 N4594   
KK195            1.79 65   6 0.00 -11.76 25.8  4.47 7.1  6.84  0.88 -0.2 N5236   
KKs54            1.45 48     0.00 -10.47 26.6                        1.0 N5236   
KK196            1.39 41     0.00 -12.00 25.0                        2.2 N5128   
N5102            7.20 75  92 0.47 -18.08 22.5  0.09 6.8  9.85  2.67  0.7 N5128   
KK197            1.03 40     0.00 -12.76 23.6                        3.0 N5128   
KKs55            0.93 29     0.00  -9.91 26.2                        3.1 N5128   
KK198            0.82 35     0.00 -10.96 24.9                        0.8 N5236   
KK200            1.69 53   8 0.00 -11.96 25.5  0.90 6.6  7.07  1.23  1.2 N5236   
N5128           28.88 40 398 0.29 -20.77 22.8  0.01 5.6 11.73 16.84  0.6 N4945   
I4247            1.52 71  21 0.00 -14.18 23.0  0.20 6.9  7.88  1.02  1.5 N5236   
KK203            0.57  8     0.00 -10.22 24.9                        2.1 N5128   
E324-24          3.58 45  47 0.02 -15.45 23.6  0.98 7.4  8.96  3.91  2.4 N5128   
P170257          1.14 42     0.00 -14.16 22.4                        0.2 N5068   
N5204            6.17 54  60 0.09 -16.75 23.5  0.75 7.3  9.41  3.29 -1.1 M81     
N5194           24.44 52 112 0.24 -21.34 21.9  0.06 6.8 10.55  0.67  4.1 N5195   
N5195           11.83 24     0.00 -19.22 22.5  0.02 6.1              5.0 N5194   
U8508            1.15 55  26 0.00 -12.98 23.6  0.90 7.3  7.96  3.74 -1.0 M81     
N5206            4.19 31     0.00 -16.66 22.8                        1.1 N4945   
N5229            3.61 84  57 0.31 -14.60 24.5  1.40 7.2  9.13 12.53 -0.6 N4736   
N5238            2.50 35  26 0.00 -15.08 23.2  0.17 6.8  8.29  1.16 -0.9 N4736   
P47885           0.73 38  79 0.07 -12.98 22.6  3.20 8.3  8.73 21.99  0.4 N5236   
E444-78          1.42 68  15 0.00 -13.01 24.1  0.79 7.1  7.57  1.47  2.1 N5236   
KK208            7.14 68     0.00 -14.24 26.3                        1.6 N5236   
N5236           17.37 27 211 0.10 -20.43 22.1  0.36 7.5 10.96  3.90  0.8 N5264   
DEEP J1337-33    0.27 19  13 0.00 -11.18 22.3  1.08 7.9  6.74  1.18  1.2 N5236   
E444-84          1.76 41  41 0.00 -13.56 24.0  2.52 7.6  8.53  8.23  1.7 N5236   
HIPASS J1337-39  0.88 35  27 0.00 -12.27 23.8  2.95 7.8  7.88  5.98 -0.3 N5236   
N5237            2.09 34  64 0.04 -15.00 22.9  0.09 6.6  9.00  6.40  2.1 N5128   
U8638            0.75 49  17 0.00 -12.43 23.3  0.33 7.0  7.39  1.69 -1.3 M31     
DDO181           1.81 57  20 0.00 -12.97 24.6  1.01 7.0  7.91  3.38 -1.3 M81     
N5253            5.04 69  38 0.00 -17.38 22.4  0.14 7.0  8.92  0.59  0.5 N5236   
I4316            1.97 52  31 0.00 -13.90 23.9  0.17 6.5  8.33  3.78  2.4 N5236   
N5264            3.11 55  21 0.00 -15.90 22.9  0.17 6.9  8.22  0.47  2.6 N5236   
KKs57            0.88 30     0.00 -10.07 26.0                        1.8 N5128   
KK211            0.89 30     0.00 -11.93 24.1                        1.5 N5128   
KK213            0.60 62     0.00  -9.72 25.5                        1.7 N5128   
E325-11          2.49 64  33 0.00 -14.05 24.2  1.67 7.3  8.49  4.78  1.1 N5128   
KKs58            1.03 47     0.00 -10.64 25.7                        0.6 N5128   
KK217            0.72 35     0.00 -10.87 24.7                        1.1 N5128   
KK218            1.32 66     0.00 -10.97 25.9                        1.6 N5236   
E174-01          6.88 67  28 0.00 -16.82 23.7  0.49 7.0  8.81  0.77 -1.5 N5128   
CenN             1.02 40     0.00 -10.89 25.5                        0.9 N5128   
HIPASS J1348-37  0.54 38  28 0.00 -11.21 23.7  0.64 7.1  7.68 10.12  0.8 N5128   
KK221            1.82 49     0.00 -10.60 27.0                        0.6 N5128   
E383-87          2.00 37  21 0.00 -15.16 22.7  0.10 6.8  8.01  0.57 -0.8 MilkyWay
DDO183           2.64 75  12 0.00 -14.16 24.3  0.83 7.0  7.64  0.61 -0.8 N4736   
HIPASS J1351-47  0.54 55  18 0.00 -10.90 24.1  2.95 7.7  7.29  5.43  0.9 N5128   
KKH86            0.51 46   5 0.00 -10.32 24.5  0.38 6.6  6.17  0.71 -1.5 M31     
U8837            8.26 77  35 0.00 -15.90 25.0  0.91 6.8  9.07  3.32 -0.0 M101    
U8833            0.82 28  22 0.00 -12.42 23.5  1.00 7.4  7.68  3.30 -1.4 N4736   
E384-016         1.40 48     0.00 -13.06 24.0                        0.3 N5128   
M101            61.44 22 173 0.05 -21.23 24.0  0.47 6.9 11.33  4.39  0.6 N5474   
N5408            2.38 68  33 0.00 -16.50 21.7  0.56 7.9  8.47  0.47 -0.5 N5236   
N5474            9.95 26  39 0.00 -17.74 23.6  0.69 7.2  9.24  0.90  2.0 M101    
N5477            3.64 41  35 0.00 -15.29 23.8  0.90 7.2  8.70  2.48  1.4 M101    
KK230            0.32 35   9 0.00  -8.55 25.3  5.30 7.4  6.50  7.74 -1.0 M31     
Circinus        11.34 67 151 0.56 -19.90 21.7  0.25 7.5 10.48  2.11 -0.7 N4945   
KKH87            1.43 71  17 0.00 -13.30 23.8  1.34 7.4  7.67  1.45  1.0 M101    
DDO187           1.19 42  21 0.00 -12.71 24.0  0.93 7.2  7.78  3.20 -1.3 M31     
N5585            8.92 51  83 0.16 -17.82 23.2  0.46 7.2  9.86  3.45 -0.8 M101    
DDO190           1.44 28  42 0.00 -14.18 22.9  0.59 7.4  8.47  4.03 -1.3 M81     
P51659           2.31 71  16 0.00 -11.83 26.3  6.08 7.1  7.86  8.58  0.1 N5128   
E222-10          1.62 66  31 0.00 -13.60 23.8  0.79 7.2  8.27  4.35 -1.4 N5128   
DDO194           3.24 73  39 0.00 -15.05 23.8  0.61 7.1  8.77  3.59 -0.0 M101    
E272-25          5.17 61  38 0.00 -14.77 25.1  0.19 6.1  8.94  6.90 -1.5 N5128   
E223-09          5.07 24  70 0.02 -15.98 23.8  2.24 7.6  9.46  7.43 -0.8 E274-01 
UMin             0.49 52     0.00  -7.13 27.7                        3.3 MilkyWay
E274-01         14.55 86  80 0.77 -18.53 23.6  0.20 6.7 10.04  2.70 -1.0 N5128   
KKR25            0.54 55   5 0.00  -9.94 25.0  0.84 6.7  6.20  1.07 -0.7 M31     
E137-18          5.41 73  68 0.26 -17.93 22.0  0.12 7.1  9.46  1.24 -1.8 N5128   
Draco            0.79 48     0.00  -8.74 27.1                        3.0 MilkyWay
MilkyWay        25.00    220 0.00 -20.80       0.14 7.0 11.15  4.33  2.5 LMC     
I4662            1.55 57  53 0.06 -15.13 22.1  0.67 7.8  8.70  2.87 -0.9 Circinus
N6503            9.03 71  83 0.38 -18.08 23.0  0.39 7.2  9.86  2.71 -1.2 N6946   
SagdSph          2.60 64     0.00 -12.67 25.7                        5.6 MilkyWay
N6789            1.48 41     0.00 -14.32 22.8                       -1.4 N6946   
SagDIG           0.92 45  18 0.00 -11.49 24.6  1.04 7.0  7.54  5.62 -0.3 MilkyWay
N6822            2.71 30  55 0.02 -15.22 23.3  0.73 7.4  8.99  5.06  0.6 MilkyWay
KK246            2.14 68  25 0.00 -12.96 25.0  2.57 7.2  8.20  6.63 -2.2 N253    
U11583           3.45 66  43 0.01 -14.28 24.7  2.03 7.2  8.88  9.39  3.3 N6946   
KK251            3.12 62  24 0.00 -13.63 25.1  2.43 7.1  8.33  4.81  3.4 N6946   
KK252            2.31  8  72 0.00 -14.11 24.0  0.17 6.4  9.14 20.37  3.0 N6946   
N6946           25.96 32 144 0.10 -20.86 22.5  0.21 7.1 10.80  1.82  0.7 U11583  
KKR55            1.75 49  20 0.00 -14.79 22.7  0.34 7.3  7.93  0.66  2.3 N6946   
DDO210           0.55 62   6 0.00 -11.09 23.9  0.55 7.0  6.35  0.53 -0.1 M31     
KKR56            2.11 52     0.00 -14.39 23.5  0.52 7.1              1.6 N6946   
Cepheus1        10.38 62  45 0.02 -17.53 23.9  0.69 7.1  9.39  1.54  0.9 N6946   
I5052            7.64 83  83 0.69 -18.23 22.5  0.32 7.3  9.79  2.00 -2.2 N253    
KKR59            7.96 54  34 0.00 -17.01 23.8  0.30 6.8  9.04  1.11  1.9 KKR60   
KKR60            2.88 47     0.00 -15.42 23.2                        2.5 KKR59   
I5152            2.91 53  50 0.04 -15.67 23.0  0.34 7.2  8.93  2.95 -1.1 M31     
KK258            1.60 62     0.00 -10.66 26.7                       -0.9 N253    
Tucana           0.64 69     0.00  -9.16 26.2                       -0.1 MilkyWay
UA438            0.94 38  23 0.00 -12.94 23.2  0.76 7.4  7.75  2.39 -0.7 N55     
CasdSph          0.65 38     0.00 -11.67 23.7                        2.0 M31     
Pegasus          1.04 59   8 0.00 -11.47 24.9  0.43 6.5  6.90  1.30  1.2 M31     
UA442            5.44 86  41 0.00 -14.64 25.3  1.26 6.8  9.03  9.60 -0.1 N7793   
KKH98            0.78 58   7 0.00 -10.78 25.0  1.80 7.1  6.67  1.47 -0.7 M31     
PegdSph          0.88 62     0.00 -10.80 25.2                        1.7 M31     
E149-003         2.94 90  24 0.00 -14.09 24.6  0.84 6.9  8.30  2.98 -1.7 N253    
N7793            9.96 47 107 0.19 -18.53 22.8  0.26 7.1 10.12  3.28  0.1 N253    
